date, category, entityName, count, amount
2022-2Q,states,uttar pradesh,55133,77434953.0
2022-2Q,states,tamil nadu,46714,61835120.0
2022-2Q,states,telangana,45600,58056956.0
2022-2Q,states,kerala,35667,59920203.0
2022-2Q,states,west bengal,33542,41737021.0
2022-2Q,states,andhra pradesh,32185,41708072.0
2022-2Q,states,delhi,26378,31787281.0
2022-2Q,states,gujarat,25381,32090965.0
2022-2Q,districts,bengaluru urban,57934,69731242.0
2022-2Q,districts,pune,18712,24072589.0
2022-2Q,districts,thane,12306,14514282.0
2022-2Q,districts,rangareddy,10065,13653367.0
2022-2Q,districts,mumbai suburban,9944,10743651.0
2022-2Q,districts,hyderabad,9542,11365866.0
2022-2Q,districts,chennai,8966,9428379.0
2022-2Q,districts,medchal malkajgiri,8919,11248856.0
2022-2Q,districts,jaipur,7224,9069667.0
2022-2Q,districts,ahmadabad,6962,8565312.0
2022-2Q,pincodes,560068,2692,3077564.0
2022-2Q,pincodes,560037,1860,2052163.0
2022-2Q,pincodes,560078,1844,2105323.0
2022-2Q,pincodes,560076,1835,2129897.0
2022-2Q,pincodes,500072,1794,2115388.0
2022-2Q,pincodes,560043,1755,2171198.0
2022-2Q,pincodes,560091,1405,1565112.0
2022-2Q,pincodes,560100,1389,1710571.0
2022-2Q,pincodes,201301,1312,1413747.0
2022-2Q,pincodes,203001,1297,774861.0
2022-1Q,states,karnataka,95640,130733580.0
2022-1Q,states,maharashtra,88015,117411928.0
2022-1Q,states,tamil nadu,47621,64969045.0
2022-1Q,states,uttar pradesh,45996,73014969.0
2022-1Q,states,west bengal,38779,51160527.0
2022-1Q,states,kerala,37110,64172190.0
2022-1Q,states,telangana,36325,51942016.0
2022-1Q,states,andhra pradesh,29954,42648157.0
2022-1Q,states,delhi,28232,35442069.0
2022-1Q,states,haryana,22783,32526943.0
2022-1Q,districts,bengaluru urban,57549,71700148.0
2022-1Q,districts,pune,17790,24312875.0
2022-1Q,districts,thane,14272,16536659.0
2022-1Q,districts,mumbai suburban,10457,11756037.0
2022-1Q,districts,chennai,9138,9949256.0
2022-1Q,districts,hyderabad,7434,9813417.0
2022-1Q,districts,medchal malkajgiri,7300,10383529.0
2022-1Q,districts,rangareddy,7261,10851640.0
2022-1Q,districts,kolkata,6763,7736401.0
2022-1Q,districts,gurugram,6642,8138262.0
2022-1Q,pincodes,560068,2349,2922542.0
2022-1Q,pincodes,560076,1718,2181826.0
2022-1Q,pincodes,560043,1713,2402868.0
2022-1Q,pincodes,560058,1699,1800069.0
2022-1Q,pincodes,421302,1673,1688051.0
2022-1Q,pincodes,560078,1671,1970551.0
2022-1Q,pincodes,560091,1656,2065687.0
2022-1Q,pincodes,110059,1416,1666849.0
2022-1Q,pincodes,560079,1358,1534187.0
2022-1Q,pincodes,560064,1288,1709573.0
2023-4Q,states,karnataka,156076,248056311.0
2023-4Q,states,maharashtra,136968,217657114.0
2023-4Q,states,tamil nadu,104871,139433796.0
2023-4Q,states,uttar pradesh,92125,165509877.0
2023-4Q,states,kerala,73543,121905046.0
2023-4Q,states,west bengal,72712,100365562.0
2023-4Q,states,telangana,63993,105605522.0
2023-4Q,states,delhi,56336,77332401.0
2023-4Q,states,rajasthan,49741,94701652.0
2023-4Q,states,haryana,47506,80747159.0
2023-4Q,districts,bengaluru urban,88349,133137089.0
2023-4Q,districts,pune,30243,50492209.0
2023-4Q,districts,thane,21339,28481783.0
2023-4Q,districts,mumbai suburban,18186,22723247.0
2023-4Q,districts,chennai,18144,19953865.0
2023-4Q,districts,rangareddy,16541,29175361.0
2023-4Q,districts,jaipur,14759,25167653.0
2023-4Q,districts,gurugram,14118,20950373.0
2023-4Q,districts,north twenty four parganas,13483,19211808.0
2023-4Q,districts,ernakulam,13336,21283249.0
2023-4Q,pincodes,560068,3947,5606578.0
2023-4Q,pincodes,560037,2973,4120542.0
2023-4Q,pincodes,560043,2809,4454698.0
2023-4Q,pincodes,560076,2591,4025991.0
2023-4Q,pincodes,411057,2574,4010497.0
2023-4Q,pincodes,500072,2539,4276139.0
2023-4Q,pincodes,201301,2521,3339961.0
2023-4Q,pincodes,560078,2515,3710977.0
2023-4Q,pincodes,122001,2474,3601541.0
2023-4Q,pincodes,110059,2330,3163916.0
2023-3Q,states,karnataka,139699,199448538.0
2023-3Q,states,maharashtra,104872,151171882.0
2023-3Q,states,tamil nadu,91069,114625593.0
2023-3Q,states,uttar pradesh,78940,121483170.0
2023-3Q,states,kerala,66059,110021582.0
2023-3Q,states,telangana,61523,84397465.0
2023-3Q,states,west bengal,58131,76359312.0
2023-3Q,states,gujarat,51049,65768085.0
2023-3Q,states,delhi,47113,58878500.0
2023-3Q,states,andhra pradesh,43150,57802396.0
2023-3Q,districts,bengaluru urban,81520,109497225.0
2023-3Q,districts,pune,25053,36210265.0
2023-3Q,districts,chennai,17189,16904783.0
2023-3Q,districts,rangareddy,16236,23374057.0
2023-3Q,districts,thane,14544,18428928.0
2023-3Q,districts,ahmadabad,13645,16204152.0
2023-3Q,districts,gurugram,13467,16796070.0
2023-3Q,districts,surat,13306,13249715.0
2023-3Q,districts,medchal malkajgiri,13044,17698951.0
2023-3Q,districts,mumbai suburban,12754,14762376.0
