date, name, registeredUsers, appOpens2024-2Q,puducherry,655486,2882669
2019-2Q,bihar,6589759,39607022
2019-2Q,kerala,2550167,8673220
2019-2Q,karnataka,11968087,113024811
2019-2Q,chandigarh,240439,1220176
2019-2Q,telangana,9046007,80842302
2019-2Q,himachal pradesh,772603,3321711
2019-2Q,west bengal,8612795,49514201
2019-2Q,gujarat,7574645,34890301
2019-2Q,sikkim,70999,398520
2019-2Q,nagaland,66891,362497
2019-2Q,mizoram,28696,133025
2019-2Q,chhattisgarh,2191066,13206373
2019-2Q,jammu & kashmir,631193,2705373
2019-2Q,goa,278940,1352232
2019-2Q,arunachal pradesh,95885,502873
2019-2Q,delhi,6165448,43731570
2019-2Q,uttarakhand,1414339,7454279
2019-1Q,puducherry,133059,0
2019-1Q,tamil nadu,6296303,0
2019-1Q,uttar pradesh,12458661,0
2019-1Q,madhya pradesh,6414403,0
2019-1Q,andhra pradesh,8283019,0
2019-1Q,tripura,183254,0
2019-1Q,lakshadweep,1416,0
2019-1Q,manipur,99527,0
2019-1Q,maharashtra,16284451,0
2019-1Q,dadra & nagar haveli & daman & diu,140532,0
2019-1Q,meghalaya,61487,0
2019-1Q,andaman & nicobar islands,18596,0
2019-1Q,haryana,4538767,0
2019-1Q,rajasthan,7712204,0
2019-1Q,ladakh,29649,0
2019-1Q,punjab,2226590,0
2019-1Q,assam,1259085,0
2019-1Q,jharkhand,2279329,0
2019-1Q,odisha,4320744,0
2019-1Q,bihar,5745117,0
2019-1Q,kerala,2136624,0
2019-1Q,karnataka,10266174,0
2019-1Q,chandigarh,209175,0
2019-1Q,telangana,7963425,0
2019-1Q,himachal pradesh,653205,0
2019-1Q,west bengal,7449425,0
2019-1Q,gujarat,6652536,0
2019-1Q,sikkim,58956,0
2019-1Q,nagaland,53911,0
2019-1Q,mizoram,23670,0
2019-1Q,chhattisgarh,1908898,0
2019-1Q,jammu & kashmir,530669,0
2019-1Q,goa,238152,0
2019-1Q,arunachal pradesh,76957,0
2019-1Q,delhi,5499263,0
2019-1Q,uttarakhand,1224955,0
2023-4Q,puducherry,607838,32182677
2023-4Q,tamil nadu,29452801,1831285792
2023-4Q,uttar pradesh,53799813,3620813944
2023-4Q,madhya pradesh,27078072,1780548760
2023-4Q,andhra pradesh,32658698,1310002959
2023-4Q,tripura,806344,43591962
2023-4Q,lakshadweep,8225,924554
2023-4Q,manipur,564130,25551545
2023-4Q,maharashtra,65422120,3694003155
2023-4Q,dadra & nagar haveli & daman & diu,590760,36579378
2023-4Q,meghalaya,349330,30357626
2023-4Q,andaman & nicobar islands,103978,9845960
2023-4Q,haryana,17556642,904482321
2023-4Q,rajasthan,32157348,1905645600
2023-4Q,ladakh,124828,7108123
2023-4Q,punjab,9898002,605806581
2023-4Q,assam,6234780,558041955
2023-4Q,jharkhand,9707336,658553048
2023-4Q,odisha,16680992,701305081
2023-4Q,bihar,25695856,1822737403
2023-4Q,kerala,12084974,747303653
2023-4Q,karnataka,42031396,2565539566
2023-4Q,chandigarh,727594,35719991
2023-4Q,telangana,29902636,1520428750
2023-4Q,himachal pradesh,2924952,163694473
2023-4Q,west bengal,30064546,1467442959
2023-4Q,gujarat,26312655,1950081065
2023-4Q,sikkim,282575,15838198
2023-4Q,nagaland,381162,20169002
2023-4Q,mizoram,157627,9424810
2023-4Q,chhattisgarh,8057016,545124233
2023-4Q,jammu & kashmir,2108166,186302862
2023-4Q,goa,995923,64868903
2023-4Q,arunachal pradesh,462088,38873546
2023-4Q,delhi,18363626,738806624
2023-4Q,uttarakhand,5001826,287470297
2023-3Q,puducherry,586550,4653693
2023-3Q,tamil nadu,28405436,1117719858
2023-3Q,uttar pradesh,51870932,2143192720
2023-3Q,madhya pradesh,26109033,3495164168
2023-3Q,andhra pradesh,31493897,1157440497
2023-3Q,tripura,774678,49942954
2023-3Q,lakshadweep,7912,294406
2023-3Q,manipur,541572,20694295
2023-3Q,maharashtra,63150997,3152984827
2023-3Q,dadra & nagar haveli & daman & diu,569035,4449513
2023-3Q,meghalaya,336282,75055865
2023-3Q,andaman & nicobar islands,100255,20545079
2023-3Q,haryana,16956489,327497074
2023-3Q,rajasthan,30997182,4359306863
2023-3Q,ladakh,120435,42636030
2023-3Q,punjab,9555997,337107656
2023-3Q,assam,5998586,962849913
2023-3Q,jharkhand,9360730,806517236
2023-3Q,odisha,16064459,1002230051
2023-3Q,bihar,24776510,623923391
2023-3Q,kerala,11669143,145044427
2023-3Q,karnataka,40634390,2284389284
2023-3Q,chandigarh,704144,1924922
2023-3Q,telangana,28896668,993742805
2023-3Q,himachal pradesh,2816046,189307777
2023-3Q,west bengal,28966414,473450373
2023-3Q,gujarat,25383429,1679035143
2023-3Q,sikkim,272829,34906306
2023-3Q,nagaland,366203,51985056
2023-3Q,mizoram,151378,29019443
2023-3Q,chhattisgarh,7779977,951586898
2023-3Q,jammu & kashmir,2031447,283204829
2023-3Q,goa,961831,24017714
2023-3Q,arunachal pradesh,444789,112236680
2023-3Q,delhi,17747167,49593289
2023-3Q,uttarakhand,4829992,217340168
2023-2Q,puducherry,564431,3817041
2023-2Q,tamil nadu,27317599,991611987
2023-2Q,uttar pradesh,49829833,1731600947
2023-2Q,madhya pradesh,25042930,2945628722
2023-2Q,andhra pradesh,30240061,1427952434
2023-2Q,tripura,743024,30819207
2023-2Q,lakshadweep,7585,90501
2023-2Q,manipur,519799,14076037
2023-2Q,maharashtra,60766850,3363859330
2023-2Q,dadra & nagar haveli & daman & diu,546364,4086025
2023-2Q,meghalaya,322382,47337234
2023-2Q,andaman & nicobar islands,96329,14738676
2023-2Q,haryana,16314236,298037706
2023-2Q,rajasthan,29745609,4033000288
2023-2Q,ladakh,115736,26285520
2023-2Q,punjab,9197055,218492661
2023-2Q,assam,5749682,657069673
2023-2Q,jharkhand,8980709,657119942
2023-2Q,odisha,15420061,918449931
2023-2Q,bihar,23781971,556071386
2023-2Q,kerala,11237341,121310794
2023-2Q,karnataka,39122314,2521576765
2023-2Q,chandigarh,678662,1978988
2023-2Q,telangana,27814633,1339967792
2023-2Q,himachal pradesh,2706470,136774775
2023-2Q,west bengal,27827662,350862668
2023-2Q,gujarat,24396768,1057626015
2023-2Q,sikkim,262728,28470875
2023-2Q,nagaland,351024,33612080
2023-2Q,mizoram,145061,21868647
2023-2Q,chhattisgarh,7469508,749111705
2023-2Q,jammu & kashmir,1953132,209249141
2023-2Q,goa,926020,20219644
2023-2Q,arunachal pradesh,426410,106089520
2023-2Q,delhi,17103089,51415039
2023-2Q,uttarakhand,4645322,240804293
2023-1Q,puducherry,543819,3498429
2023-1Q,tamil nadu,26270663,989061650
2023-1Q,uttar pradesh,47806049,1401343916
2023-1Q,madhya pradesh,24002818,2588256407
2023-1Q,andhra pradesh,29065863,1442038420
2023-1Q,tripura,710884,29736641
2023-1Q,lakshadweep,7267,43821
2023-1Q,manipur,498337,29419074
2023-1Q,maharashtra,58470784,3144152925
2023-1Q,dadra & nagar haveli & daman & diu,524617,4471284
2023-1Q,meghalaya,308324,44686919
2023-1Q,andaman & nicobar islands,92484,11012664
2023-1Q,haryana,15688161,264946266
2023-1Q,rajasthan,28523031,3711332541
2023-1Q,ladakh,110991,14522495
2023-1Q,punjab,8837408,177418342
2023-1Q,assam,5499650,590176321
2023-1Q,jharkhand,8609107,585808867
2023-1Q,odisha,14787083,929487633
2023-1Q,bihar,22796011,455886560
2023-1Q,kerala,10822723,116395880
2023-1Q,karnataka,37681426,2498025288
2023-1Q,chandigarh,654522,2001065
2023-1Q,telangana,26804259,1305656447
2023-1Q,himachal pradesh,2594668,111702044
2023-1Q,west bengal,26732895,321102681
2023-1Q,gujarat,23436230,918468944
2023-1Q,sikkim,252440,18927227
2023-1Q,nagaland,335936,35227154
2023-1Q,mizoram,138751,24403694
2023-1Q,chhattisgarh,7159660,678798431
